genome_ID	NCBI_ID	OTU	novelty_category
GCF_001937665.1	544580	544580	known_strain
GCF_001956485.1	1655	1655	known_strain
GCF_900637295.1	52774	52774	known_strain
GCF_000160095.1	566550	154046	known_strain
GCF_001405675.1	154046	154046	known_strain
GCF_003435045.1	154046	154046	known_strain
GCF_003468235.1	154046	154046	known_strain
GCF_000878205.1	137591	137591	known_strain
GCF_004766225.1	1583	1583	known_strain
GCF_012396435.1	46256	46256	known_strain
GCF_016466615.1	1583	1583	known_strain
GCF_000270085.1	650150	1648	known_strain
GCF_001602155.1	1648	1648	known_strain
GCF_003725505.1	1648	1648	known_strain
GCF_900637845.1	1648	1648	known_strain
GCF_000342205.1	1263833	615	known_strain
GCF_001538665.1	615	615	known_strain
GCF_001539965.1	615	615	known_strain
GCF_900518945.1	615	615	known_strain
GCF_001299175.1	85698	85698	known_strain
GCF_001299335.1	85698	85698	known_strain
GCF_001707485.1	85698	85698	known_strain
GCF_900009125.1	85698	85698	known_strain
GCF_000760755.1	1443896	1828	known_strain
GCF_000760895.1	1443891	1828	known_strain
GCF_002094305.1	43767	43767	known_strain
GCF_019834565.1	53972	53972	known_strain
GCF_000166415.1	656519	656519	known_strain
GCF_003201135.1	54121	54121	known_strain
GCF_004365235.1	43595	43595	known_strain
GCF_900156285.1	56779	56779	known_strain
GCF_000283495.2	1064535	907	known_strain
GCF_003006415.1	907	907	known_strain
GCF_020561705.1	1232428	1232428	known_strain
GCF_902388255.1	907	907	known_strain
GCF_000166195.2	714943	423351	known_strain
GCF_014200515.1	354630	354630	known_strain
GCF_017569325.1	551996	551996	known_strain
GCF_900105165.1	652787	652787	known_strain
GCF_004366575.1	1073327	1073327	known_strain
GCF_007997215.1	237018	237018	known_strain
GCF_019802145.1	264027	264027	known_strain
GCF_900129785.1	226505	226505	known_strain
GCF_000708045.1	1137280	1137280	known_strain
GCF_001574445.1	1306954	218670	known_strain
GCF_018424725.1	1420917	1420917	known_strain
GCF_019801645.1	262077	262077	known_strain
GCF_000429845.1	1121349	408558	known_strain
GCF_001541245.1	285	285	known_strain
GCF_900461225.1	285	285	known_strain
GCF_900461435.1	32013	32013	known_strain
GCF_016813735.1	83219	83219	known_strain
GCF_016814415.1	83219	83219	known_strain
GCF_016814645.1	1342299	1342299	known_strain
GCF_016814675.1	1342299	1342299	known_strain
GCF_006716905.1	80878	80878	known_strain
GCF_020510705.1	758826	758826	known_strain
GCF_900107605.1	592050	592050	known_strain
GCF_900112675.1	32040	32040	known_strain
GCF_002114155.1	1170769	77022	known_strain
GCF_002321945.1	2021698	77022	known_strain
GCF_002893205.1	2014881	77022	known_strain
GCF_002893245.1	2014880	77022	known_strain
GCF_000350085.1	1297569	489722	known_strain
GCF_000474725.1	682633	39645	known_strain
GCF_002295055.1	381	381	known_strain
GCF_900103325.1	1165689	1165689	known_strain
GCF_000571935.1	1341157	1265	known_strain
GCF_000621285.1	697329	1264	known_strain
GCF_003149325.1	1265	1265	known_strain
GCF_900116855.1	1265	1265	known_strain
GCF_001405075.1	154288	154288	known_strain
GCF_001406535.1	154288	154288	known_strain
GCF_013046825.1	154288	154288	known_strain
GCF_015555355.1	154288	154288	known_strain
GCF_000178395.2	634956	1426	known_strain
GCF_000648295.1	1223501	1426	known_strain
GCF_001655645.1	1426	1426	known_strain
GCF_014196025.1	81408	81408	known_strain
GCF_000807915.1	1703	1703	known_strain
GCF_016027415.1	33889	33889	known_strain
GCF_900683415.1	33889	33889	known_strain
GCF_902374775.1	1033736	1033736	known_strain
GCF_001273645.1	33995	33995	known_strain
GCF_002009295.1	265960	265960	known_strain
GCF_002762195.1	28448	28448	known_strain
GCF_009268135.1	1177712	1177712	known_strain
GCF_000184745.1	595537	34073	known_strain
GCF_001591345.1	1321609	436515	known_strain
GCF_001752345.1	436515	436515	known_strain
GCF_009498455.1	34073	34073	known_strain
GCF_001047075.2	157463	157463	known_strain
GCF_001047115.2	220714	220714	known_strain
GCF_012689235.1	709323	709323	known_strain
GCF_014489725.1	1631	1631	known_strain
GCF_000513955.1	935568	314722	known_strain
GCF_000519025.1	935567	314722	known_strain
GCF_000972865.1	314722	314722	known_strain
GCF_017939665.1	415229	415229	known_strain
GCF_000250875.1	762967	437898	known_strain
GCF_011320145.1	40545	40545	known_strain
GCF_011320495.1	40545	40545	known_strain
GCF_011320595.1	40545	40545	known_strain
GCF_003959095.1	37636	37636	known_strain
GCF_003959185.1	37636	37636	known_strain
GCF_003959285.1	37636	37636	known_strain
GCF_003959545.1	37636	37636	known_strain
GCF_000342445.1	1005941	1215089	known_strain
GCF_000821325.1	1499687	1499687	known_strain
GCF_001592825.1	192421	192421	known_strain
GCF_001687585.2	1215089	1215089	known_strain
GCF_000257145.1	1154769	28068	known_strain
GCF_011365715.1	316997	316997	known_strain
GCF_015751865.1	28068	28068	known_strain
GCF_016583785.1	28068	28068	known_strain
GCF_000190535.1	709991	28118	known_strain
GCF_015548015.1	626933	626933	known_strain
GCF_015553175.1	28118	28118	known_strain
GCF_900454195.1	28118	28118	known_strain
GCF_000445125.1	1096930	1329895	known_strain
GCF_001519075.1	1117702	1117702	known_strain
GCF_001590965.1	1219033	145287	known_strain
GCF_001598555.1	1219053	76978	known_strain
GCF_000214215.1	491952	936476	known_strain
GCF_000508165.1	1208321	1208321	known_strain
GCF_016461715.1	1792290	1792290	known_strain
GCF_900089755.1	295068	295068	known_strain
GCF_001543105.1	87541	87541	known_strain
GCF_001543175.1	1376	1376	known_strain
GCF_002861505.1	87541	87541	known_strain
GCF_003286585.1	1376	1376	known_strain
GCF_000619905.2	1266925	35799	known_strain
GCF_900103165.1	1231	1231	known_strain
GCF_900115325.1	35799	35799	known_strain
GCF_900116835.1	1231	1231	known_strain
GCF_000196475.1	291112	291112	known_strain
GCF_000931955.2	29488	29488	known_strain
GCF_002204205.1	29488	29488	known_strain
GCF_002969055.1	29488	29488	known_strain
GCF_000620785.1	1123023	551276	known_strain
GCF_900102195.1	366584	366584	known_strain
GCF_900115005.1	260086	260086	known_strain
GCF_900142365.1	1848	1848	known_strain
GCF_000282715.1	713604	33910	known_strain
GCF_000383915.1	1089544	346045	known_strain
GCF_000695625.1	287986	287986	known_strain
GCF_000717335.1	330084	330084	known_strain
GCF_007991155.1	44933	44933	known_strain
GCF_019903425.1	86177	86177	known_strain
GCF_900109725.1	650850	650850	known_strain
GCF_900142895.1	29571	29571	known_strain
GCF_000956405.1	82380	82380	known_strain
GCF_002899925.1	2033	2033	known_strain
GCF_015278355.1	671622	671622	known_strain
GCF_900108235.1	582680	582680	known_strain
GCF_000203895.1	318586	266	known_strain
GCF_000763905.1	376733	376733	known_strain
GCF_003633525.1	82367	82367	known_strain
GCF_900142875.1	53463	53463	known_strain
GCF_000205025.1	762966	487175	known_strain
GCF_009719385.1	487175	487175	known_strain
GCF_009719425.1	487175	487175	known_strain
GCF_009719495.1	487175	487175	known_strain
GCF_000771855.1	750	750	known_strain
GCF_000771955.1	750	750	known_strain
GCF_001678465.1	750	750	known_strain
GCF_001678555.1	505341	505341	known_strain
GCF_000376405.1	742767	163665	known_strain
GCF_001047035.1	1346286	1346286	known_strain
GCF_004405045.1	45254	45254	known_strain
GCF_900128985.1	1346286	1346286	known_strain
GCF_000970885.2	342002	342002	known_strain
GCF_002086515.1	342002	342002	known_strain
GCF_002101585.1	188915	188915	known_strain
GCF_002101955.1	1788	1788	known_strain
GCF_000214665.1	857087	421	known_strain
GCF_001644015.1	980561	980561	known_strain
GCF_001644025.1	702114	702114	known_strain
GCF_004343025.1	421	421	known_strain
GCF_000430665.1	1121007	279356	known_strain
GCF_001401755.1	1379258	1080221	known_strain
GCF_001632745.1	1642818	1642818	known_strain
GCF_900141785.1	570521	570521	known_strain
GCF_000220335.1	1027292	759851	known_strain
GCF_001590685.1	1476	1476	known_strain
GCF_002082015.1	1571	1571	known_strain
GCF_002109325.1	1571	1571	known_strain
GCF_000220505.1	1042377	260552	known_strain
GCF_001617625.1	252514	252514	known_strain
GCF_001750105.1	1769779	1769779	known_strain
GCF_900107725.1	658218	658218	known_strain
GCF_012850275.1	728	728	known_strain
GCF_012850655.1	728	728	known_strain
GCF_015354955.1	728	728	known_strain
GCF_020523945.1	728	728	known_strain
GCF_000246965.1	1123284	444463	known_strain
GCF_000497245.1	1395513	33018	known_strain
GCF_004014985.1	269673	269673	known_strain
GCF_004015165.1	269673	269673	known_strain
GCF_000226625.1	1008459	84590	known_strain
GCF_000764465.1	29575	29575	known_strain
GCF_002288025.1	29575	29575	known_strain
GCF_002288155.1	29575	29575	known_strain
GCF_001598415.1	1219048	40682	known_strain
GCF_003950655.1	93064	93064	known_strain
GCF_003950895.1	93064	93064	known_strain
GCF_003951425.1	93064	93064	known_strain
GCF_000230695.2	666685	666685	known_strain
GCF_006438715.1	582702	582702	known_strain
GCF_006438785.1	582702	582702	known_strain
GCF_008000795.1	582702	582702	known_strain
GCF_900131225.1	1962118	36809	known_strain
GCF_900131805.1	1185650	36809	known_strain
GCF_900135925.1	1185650	36809	known_strain
GCF_900137315.1	1185650	36809	known_strain
GCF_001547855.1	1307833	28112	known_strain
GCF_002529085.1	28112	28112	known_strain
GCF_003860025.1	28112	28112	known_strain
GCF_900096735.1	28112	28112	known_strain
GCF_004564395.1	2748	2748	known_strain
GCF_004564765.1	2748	2748	known_strain
GCF_004564935.1	2748	2748	known_strain
GCF_904820345.1	2751	2751	known_strain
GCF_001373495.1	199136	199136	known_strain
GCF_002189495.1	1665	1665	known_strain
GCF_900099975.1	1045773	1045773	known_strain
GCF_900105965.1	656366	656366	known_strain
GCF_000818805.2	569	569	known_strain
GCF_004309855.1	569	569	known_strain
GCF_004309925.1	569	569	known_strain
GCF_019344895.1	569	569	known_strain
GCF_015547415.1	292800	292800	known_strain
GCF_015547855.1	292800	292800	known_strain
GCF_020181555.1	292800	292800	known_strain
GCF_020537525.1	292800	292800	known_strain
GCF_000742435.1	955	955	known_strain
GCF_001752665.1	955	955	known_strain
GCF_002379145.2	955	955	known_strain
GCF_007971685.1	955	955	known_strain
GCF_003264065.1	29394	29394	known_strain
GCF_017655665.1	29394	29394	known_strain
GCF_017655705.1	29394	29394	known_strain
GCF_017655845.1	29394	29394	known_strain
GCF_000583045.1	1416753	106592	known_strain
GCF_001683495.1	106592	106592	known_strain
GCF_003269115.1	106592	106592	known_strain
GCF_017873015.1	106592	106592	known_strain
GCF_009864815.1	375	375	known_strain
GCF_018129985.1	375	375	known_strain
GCF_018129995.1	375	375	known_strain
GCF_018130795.1	375	375	known_strain
GCF_002876705.1	188144	188144	known_strain
GCF_005146345.1	188144	188144	known_strain
GCF_900167155.1	1121868	504469	known_strain
GCF_900537165.1	188144	188144	known_strain
GCF_000615975.1	1231185	204799	known_strain
GCF_001050155.1	1670619	1670619	known_strain
GCF_001696575.1	204799	204799	known_strain
GCF_017254985.1	204799	204799	known_strain
GCF_004001205.1	33970	33970	known_strain
GCF_004001225.1	33970	33970	known_strain
GCF_009731445.1	33970	33970	known_strain
GCF_014202715.1	33970	33970	known_strain
GCF_000770015.1	511	511	known_strain
GCF_001298815.1	511	511	known_strain
GCF_001530325.1	511	511	known_strain
GCF_002120045.1	511	511	known_strain
GCF_000381865.1	1202962	90736	known_strain
GCF_900120025.1	80854	80854	known_strain
GCF_900120035.1	80854	80854	known_strain
GCF_900120115.1	80854	80854	known_strain
GCF_002897495.1	1513897	51669	known_strain
GCF_002922865.1	1513897	51669	known_strain
GCF_016759865.1	51669	51669	known_strain
GCF_018327545.1	51669	51669	known_strain
GCF_000429625.1	1121033	34010	known_strain
GCF_005222205.1	192	192	known_strain
GCF_007827425.1	192	192	known_strain
GCF_008364955.1	193	193	known_strain
GCF_000307755.2	1239989	582	known_strain
GCF_018141465.1	582	582	known_strain
GCF_018474605.1	180434	582	known_strain
GCF_018474695.1	180434	582	known_strain
GCF_001310895.1	1236975	1482	known_strain
GCF_017874635.1	698769	698769	known_strain
GCF_018916875.1	84407	84407	known_strain
GCF_900162615.1	84407	84407	known_strain
GCF_000429105.1	1120946	121163	known_strain
GCF_002847545.1	131111	131111	known_strain
GCF_016127995.1	52773	52773	known_strain
GCF_019380255.1	131111	131111	known_strain
GCF_003850185.1	1238	1238	known_strain
GCF_009709035.1	1238	1238	known_strain
GCF_009709215.1	1238	1238	known_strain
GCF_012272975.1	1238	1238	known_strain
GCF_900089585.1	946078	946078	known_strain
GCF_900091585.1	145857	145857	known_strain
GCF_900143515.1	709881	709881	known_strain
GCF_900156065.1	1198245	1198245	known_strain
GCF_001570945.1	1216968	319054	known_strain
GCF_004025845.1	1210046	364298	known_strain
GCF_014876015.1	262209	262209	known_strain
GCF_014876075.1	262209	262209	known_strain
GCF_000819565.1	1208324	1208324	known_strain
GCF_002407265.1	1758178	1758178	known_strain
GCF_003254175.1	576117	576117	known_strain
GCF_018860305.1	576117	576117	known_strain
GCF_000300235.2	1123366	220697	known_strain
GCF_003326715.1	220697	220697	known_strain
GCF_003326775.1	220697	220697	known_strain
GCF_900217835.1	220697	220697	known_strain
GCF_000423445.1	1122998	1751	known_strain
GCF_000425285.1	1122997	1749	known_strain
GCF_004011055.1	1749	1749	known_strain
GCF_005890135.1	1749	1749	known_strain
GCF_000321105.1	1242247	1710	known_strain
GCF_006539945.1	1710	1710	known_strain
GCF_007994085.1	935838	1710	known_strain
GCF_018128265.1	1710	1710	known_strain
GCF_000712035.1	1123233	367840	known_strain
GCF_000819905.1	45670	45670	known_strain
GCF_002265785.1	45670	45670	known_strain
GCF_019891155.1	45670	45670	known_strain
GCF_000332115.1	592029	328515	known_strain
GCF_000732625.1	906888	906888	known_strain
GCF_000831385.1	1454201	930802	known_strain
GCF_002117125.1	331648	331648	known_strain
GCF_001634425.1	400946	400946	known_strain
GCF_018415765.1	400946	400946	known_strain
GCF_018415875.1	400946	400946	known_strain
GCF_018415905.1	400946	400946	known_strain
GCF_001442745.1	84531	84531	known_strain
GCF_017355525.1	69	69	known_strain
GCF_018732085.1	435897	435897	known_strain
GCF_900167055.1	1122188	435289	known_strain
GCF_003226875.1	164514	164514	known_strain
GCF_014251735.1	1653831	1653831	known_strain
GCF_014252355.1	1653831	1653831	known_strain
GCF_014252515.1	1653831	1653831	known_strain
GCF_001475745.1	465820	465820	known_strain
GCF_009363215.3	138532	2035	known_strain
GCF_018350285.1	138532	2035	known_strain
GCF_018598405.1	138532	2035	known_strain
GCF_002023305.1	238	238	known_strain
GCF_014219235.1	238	238	known_strain
GCF_014219285.1	238	238	known_strain
GCF_014219345.1	238	238	known_strain
GCF_016028735.1	90244	90244	known_strain
GCF_900454255.1	90245	90245	known_strain
GCF_900454325.1	90245	90245	known_strain
GCF_900454345.1	90245	90245	known_strain
GCF_000374305.1	561175	1120938	known_strain
GCF_000518265.1	1399798	111804	known_strain
GCF_001552195.1	1220563	163603	known_strain
GCF_001552635.1	1220559	68565	known_strain
GCF_000420505.1	1120979	419015	known_strain
GCF_001053655.1	419015	419015	known_strain
GCF_001546145.1	419015	419015	known_strain
GCF_002861485.1	419015	419015	known_strain
GCF_003437885.1	544645	544645	known_strain
GCF_003471965.1	544645	544645	known_strain
GCF_020557925.1	544644	544644	known_strain
GCF_902364335.1	544645	544645	known_strain
GCF_000379905.1	1122936	758	known_strain
GCF_000730685.1	758	758	known_strain
GCF_002000505.1	758	758	known_strain
GCF_004795305.1	758	758	known_strain
GCF_008705155.1	247	247	known_strain
GCF_009834475.1	247	247	known_strain
GCF_019308355.1	343874	343874	known_strain
GCF_900447295.1	343874	343874	known_strain
GCF_000382705.1	1121028	401562	known_strain
GCF_014196405.1	1166078	1166078	known_strain
GCF_014196415.1	1166078	1166078	known_strain
GCF_900113065.1	1166078	1166078	known_strain
GCF_002093895.1	703	703	known_strain
GCF_009183405.1	703	703	known_strain
GCF_009183535.1	703	703	known_strain
GCF_009183595.1	703	703	known_strain
GCF_001623495.1	1421	1421	known_strain
GCF_015335665.1	1421	1421	known_strain
GCF_015845545.1	1421	1421	known_strain
GCF_015845635.1	1421	1421	known_strain
GCF_000565175.1	1276246	216935	known_strain
GCF_001267155.1	216942	216942	known_strain
GCF_001281045.1	362837	362837	known_strain
GCF_001513715.1	216946	216946	known_strain
GCF_000757825.1	158822	158822	known_strain
GCF_000758305.1	158822	158822	known_strain
GCF_016756775.1	158484	158484	known_strain
GCF_018906695.1	158484	158484	known_strain
GCF_000960475.2	1844	1844	known_strain
GCF_001552535.1	1303683	1843	known_strain
GCF_007992415.1	1005945	1005945	known_strain
GCF_900112345.1	574651	574651	known_strain
GCF_001465855.1	145458	145458	known_strain
GCF_002933095.1	145458	145458	known_strain
GCF_014770185.1	145458	145458	known_strain
GCF_018801185.1	145458	145458	known_strain
GCF_017584525.1	1863	1863	known_strain
GCF_017584605.1	1863	1863	known_strain
GCF_017584785.1	1863	1863	known_strain
GCF_017585005.1	1863	1863	known_strain
GCF_000430545.1	1123347	104270	known_strain
GCF_001693415.1	447689	447689	known_strain
GCF_018616315.1	669041	669041	known_strain
GCF_902705305.1	107401	107401	known_strain
GCF_000430625.1	1121002	278991	known_strain
GCF_001282925.1	47500	47500	known_strain
GCF_900099925.1	143495	143495	known_strain
GCF_902375125.1	1391	1391	known_strain
GCF_001372335.1	1505	1505	known_strain
GCF_001372695.1	1505	1505	known_strain
GCF_001372795.1	1505	1505	known_strain
GCF_009753765.1	1505	1505	known_strain
GCF_006782905.1	1490	1490	known_strain
GCF_015551995.1	1490	1490	known_strain
GCF_018917045.1	1490	1490	known_strain
GCF_019916025.1	1490	1490	known_strain
GCF_003726015.1	1121021	446660	known_strain
GCF_009874275.1	446660	446660	known_strain
GCF_016865385.1	394340	446660	known_strain
GCF_020558135.1	446660	446660	known_strain
GCF_001636275.1	93220	93220	known_strain
GCF_001931675.1	445709	445709	known_strain
GCF_003937845.1	93218	93218	known_strain
GCF_003944575.1	93218	93218	known_strain
GCF_000513715.1	1308978	1510206	known_strain
GCF_000565325.1	868280	1510206	known_strain
GCF_001995845.1	1908198	1908198	known_strain
GCF_011765565.1	51367	51367	known_strain
GCF_001548075.1	35806	35806	known_strain
GCF_010119435.1	35806	35806	known_strain
GCF_016653205.1	35806	35806	known_strain
GCF_016757055.1	35806	35806	known_strain
GCF_000525915.1	1265861	2757	known_strain
GCF_001703535.1	2756	2756	known_strain
GCF_001715645.1	2756	2756	known_strain
GCF_900332055.1	2756	2756	known_strain
GCF_003076295.1	1661	1661	known_strain
GCF_003971445.1	1661	1661	known_strain
GCF_004123715.1	1661	1661	known_strain
GCF_900460345.1	1661	1661	known_strain
GCF_001690345.1	1196095	1196095	known_strain
GCF_001690755.1	1970738	1970738	known_strain
GCF_002141975.1	1970738	1970738	known_strain
GCF_002142035.1	1970738	1970738	known_strain
GCF_002088465.1	1196083	1196083	known_strain
GCF_002088635.1	1196083	1196083	known_strain
GCF_002777875.1	1196083	1196083	known_strain
GCF_002777925.1	1196083	1196083	known_strain
GCF_000744105.1	1392498	444515	known_strain
GCF_001020565.1	1197874	1197874	known_strain
GCF_900112245.1	440514	440514	known_strain
GCF_900142175.1	228958	228958	known_strain
GCF_000632025.1	29581	29581	known_strain
GCF_001758635.1	29581	29581	known_strain
GCF_013372045.1	29581	29581	known_strain
GCF_018138675.1	29581	29581	known_strain
GCF_001544475.1	326474	326474	known_strain
GCF_001544495.1	326475	326475	known_strain
GCF_001544555.2	1232866	1232866	known_strain
GCF_001935975.1	196367	196367	known_strain
GCF_009649915.1	61648	61648	known_strain
GCF_009765145.1	580	580	known_strain
GCF_900452265.1	51288	51288	known_strain
GCF_900452275.1	580	580	known_strain
GCF_001515505.1	911008	83655	known_strain
GCF_008807335.1	83655	83655	known_strain
GCF_009848435.1	83655	83655	known_strain
GCF_014489435.1	83655	83655	known_strain
GCF_000969445.1	429727	429727	known_strain
GCF_000970455.1	361041	361041	known_strain
GCF_000971295.1	1293439	1293439	known_strain
GCF_001650025.1	1770058	1770058	known_strain
GCF_001038235.1	61647	61647	known_strain
GCF_001598855.1	1354260	61647	known_strain
GCF_002161945.1	61647	61647	known_strain
GCF_003019925.1	61647	61647	known_strain
GCF_000764165.1	1001240	1001240	known_strain
GCF_004402405.1	995038	995038	known_strain
GCF_900101115.1	386301	386301	known_strain
GCF_900103805.1	1424659	1424659	known_strain
GCF_003096335.1	1297617	1297617	known_strain
GCF_015668595.1	1297617	1297617	known_strain
GCF_016901775.1	1297617	1297617	known_strain
GCF_900626285.1	1673721	1673721	known_strain
GCF_002019545.1	2340	2340	known_strain
GCF_002020285.1	2340	2340	known_strain
GCF_002020635.1	2340	2340	known_strain
GCF_002021195.1	2340	2340	known_strain
GCF_002211155.1	561184	561184	known_strain
GCF_002211215.1	561184	561184	known_strain
GCF_019800965.1	561184	561184	known_strain
GCF_019800995.1	561184	561184	known_strain
GCF_000949455.1	1550024	1550024	known_strain
GCF_009718005.1	1550024	1550024	known_strain
GCF_016937335.1	1550024	1550024	known_strain
GCF_016937385.1	1550024	1550024	known_strain
GCF_013300965.1	290055	290055	known_strain
GCF_013301165.1	290055	290055	known_strain
GCF_013301175.1	290055	290055	known_strain
GCF_013301225.1	290055	290055	known_strain
GCF_001514515.1	1219085	61646	known_strain
GCF_004331765.1	61646	61646	known_strain
GCF_016770935.1	61646	61646	known_strain
GCF_016771075.1	61646	61646	known_strain
GCF_001611975.1	1549855	1549855	known_strain
GCF_012102735.1	1549855	1549855	known_strain
GCF_012102795.1	1549855	1549855	known_strain
GCF_012102805.1	1549855	1549855	known_strain
GCF_002201515.1	1796646	1796646	known_strain
GCF_003024855.1	1796646	1796646	known_strain
GCF_910573945.1	1796646	1796646	known_strain
GCF_910576605.1	1796646	1796646	known_strain
GCF_004795235.1	731	731	known_strain
GCF_008085735.1	731	731	known_strain
GCF_008085775.1	731	731	known_strain
GCF_016415085.1	731	731	known_strain
GCF_003269595.1	1172565	1172565	known_strain
GCF_003269855.1	1172565	1172565	known_strain
GCF_003730035.1	1172565	1172565	known_strain
GCF_003730055.1	1172565	1172565	known_strain
GCF_016819635.1	505252	505252	known_strain
GCF_016819715.1	505252	505252	known_strain
GCF_016819975.1	505252	505252	known_strain
GCF_900129875.1	996342	996342	known_strain
GCF_900067235.1	640938	640938	known_strain
GCF_900109135.1	640938	640938	known_strain
GCF_900113645.1	82803	82803	known_strain
GCF_900129415.1	82803	82803	known_strain
